Class,HighTaxon,Taxon,Species,Mass,BMR,Reference
Birds,Paleognathae,Apterygi,Apteryx_australis,3137,830,McNab 1996
Birds,Paleognathae,Apterygi,Apteryx_haastii,2529,951,McNab 1996
Birds,Paleognathae,Apterygi,Apteryx_owenii,1377,710.5,McNab 1996
Birds,Paleognathae,Casuari,Casuarius_bennetti,17600,4501,"Benedict, Fox, 1927"
Birds,Paleognathae,Casuari,Dromaius_novaehollandiae,38900,6302,Maloney & Dawson 1994
Birds,Paleognathae,Rhea,Rhea_americana,21700,6900,"Grawford, Lasiewski,1968"
Birds,Paleognathae,Struthio,Struthio_camelus,92400,10483,Withers 1983
Birds,Paleognathae,Tinami,Crypturellus_soui,220.8,140,"Londono et al., 2015"
Birds,Paleognathae,Tinami,Nothoprocta_perdicaria,458,317.5,Withers et al. 1987
Birds,Non‐Passer,Accipitri,Accipiter_cooperii,452,383,Wasser 1986
Birds,Non‐Passer,Accipitri,Accipiter_nisus,135,171,Kendeigh et al. 1977
Birds,Non‐Passer,Accipitri,Accipiter_striatus,173.4,94.55,"Londono et al., 2015"
Birds,Non‐Passer,Accipitri,Accipiter_striatus,83,126,Wasser 1986
Birds,Non‐Passer,Accipitri,Aquila_chrysaetos,3000,890,"Giaja, Males, 1928"
Birds,Non‐Passer,Accipitri,Aquila_rapax,2398,813.5,Wasser 1986
Birds,Non‐Passer,Accipitri,Buteo_buteo,1012,676,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Accipitri,Buteo_jamaicensis,1475,571.5,Wasser 1986
Birds,Non‐Passer,Accipitri,Buteo_lineatus,658,380,Wasser 1986
Birds,Non‐Passer,Accipitri,Geranoaetus_melanoleucus,2860,924.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Accipitri,Gypaetus_barbatus,5070,1989,"Benedict, Fox, 1927_"
Birds,Non‐Passer,Accipitri,Ictinia_mississippiensis,232,164.5,Wasser 1986
Birds,Non‐Passer,Accipitri,Pandion_haliaetus,1495,994,Wasser 1986
Birds,Non‐Passer,Accipitri,Parabuteo_unicinctus,572,253.5,Wasser 1986
Birds,Non‐Passer,Accipitri,Pernis_apivorus,652,420.5,Kendeigh et al. 1977
Birds,Non‐Passer,Anseri,Aix_sponsa,448,404.5,Kendeigh et al. 1977
Birds,Non‐Passer,Anseri,Anas_acuta,721,785.5,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Anas_aucklandica,373.1,337.5,McNab 2003
Birds,Non‐Passer,Anseri,Anas_castanea,483.3,343,McNab 2003
Birds,Non‐Passer,Anseri,Anas_chlorotis,528.8,417.5,McNab 2003
Birds,Non‐Passer,Anseri,Anas_crecca,250,300,Prinzinger & Hanssler1980
Birds,Non‐Passer,Anseri,Anas_gracilis,393.7,599,McNab 2003
Birds,Non‐Passer,Anseri,Anas_nesiotis,371.1,297,McNab 2003
Birds,Non‐Passer,Anseri,Anas_platyrhynchos,1020,732,Kendeigh et al. 1977
Birds,Non‐Passer,Anseri,Anser_anser,3250,1950.5,Kendeigh et al. 1977
Birds,Non‐Passer,Anseri,Anser_caerulescens,2930,1395,Boisemena et al. 1992
Birds,Non‐Passer,Anseri,Anser_canagicus,2609,1612.5,Gavrilov & Dolnik 1985
Birds,Non‐Passer,Anseri,Aythya_affinis,561.5,516.5,McNab 2003
Birds,Non‐Passer,Anseri,Aythya_collaris,681.5,592,McNab 2003
Birds,Non‐Passer,Anseri,Aythya_ferina,816,1047,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Aythya_fuligula,574,486.5,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Aythya_novaeseelandiae,488.4,420,McNab 2003
Birds,Non‐Passer,Anseri,Aythya_nyroca,440,589,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Branta_bernicla,1253,1091,Daan et al. 1990
Birds,Non‐Passer,Anseri,Chauna_chavaria,2620,1238.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Anseri,Cygnus_buccinator,8800,3646.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Anseri,Cygnus_olor,8538,5606,Bech 1980
Birds,Non‐Passer,Anseri,Hymenolaimus_malacorhynchos,717.1,565.5,McNab 2003
Birds,Non‐Passer,Anseri,Lophodytes_cucullatus,413.3,351.5,McNab 2003
Birds,Non‐Passer,Anseri,Mareca_penelope,723,507.5,Kendeigh et al. 1977
Birds,Non‐Passer,Anseri,Mareca_strepera,791,1116.5,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Netta_rufina,1237,1278,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Somateria_mollissima,1660,1099.5,Jenssen et al. 1989
Birds,Non‐Passer,Anseri,Spatula_clypeata,554,698,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Anseri,Spatula_querquedula,289,402,Prinzinger & Hanssler1980
Birds,Non‐Passer,Anseri,Spatula_rhynchotis,508,473.5,McNab 2003
Birds,Non‐Passer,Anseri,Tadorna_variegata,1193.6,602,McNab 2003
Birds,Non‐Passer,Apodi,Adelomyia_melanogenys,3.5,14.55,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Aerodramus_germani,10.8,40.04,Bushuev et al. (unpublished)
Birds,Non‐Passer,Apodi,Aerodramus_vanikorensis,11.6,21.5,McNab & Bonaccorso 1995
Birds,Non‐Passer,Apodi,Aglaeactis_castelnaudii,6.9,18.18,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Aglaeactis_cupripennis,7.2,21.82,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Apus_apus,44.9,78.5,Kendeigh et al. 1977
Birds,Non‐Passer,Apodi,Archilochus_alexandri,3.3,11.5,"Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Boissonneaua_matthewsii,7.5,36.36,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Calypte_anna,4.8,21,"Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Calypte_costae,3.2,9.5,"Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Chaetocercus_mulsant,3.6,12.73,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Chalcostigma_ruficeps,3.6,27.27,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Coeligena_coeligena,7.1,34.55,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Coeligena_violifer,7.8,25.45,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Colibri_coruscans,8.4,27.27,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Colibri_thalassinus,6.2,29.09,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Collocalia_esculenta,6.8,14.5,McNab & Bonaccorso 1995
Birds,Non‐Passer,Apodi,Doryfera_ludovicae,5.9,29.09,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Eugenes_fulgens,6.6,18.5,"Lassiewski, Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Eulampis_jugularis,8.4,69.5,"Hainsworth, Wolf, 1970"
Birds,Non‐Passer,Apodi,Eutoxeres_condamini,10,40,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Glaucis_hirsutus,6.9,32.73,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Haplophaedia_aureliae,4.8,25.45,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Heliangelus_amethysticollis,5.8,27.27,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Heliodoxa_leadbeateri,7.5,34.55,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Lafresnaya_lafresnayi,5.7,25.45,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Lampornis_clemenciae,7.9,18.5,"Lassiewski, Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Metallura_tyrianthina,3.8,18.18,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Ocreatus_underwoodii,3.3,14.55,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Oreotrochilus_estella,8.4,34.5,Carpenter 1976
Birds,Non‐Passer,Apodi,Patagona_gigas,19.1,51.5,Lasiewski et al. 1967
Birds,Non‐Passer,Apodi,Phaethornis_guy,5.9,23.64,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Phaethornis_hispidus,4.9,25.45,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Phaethornis_koepckeae,5.4,23.64,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Phaethornis_superciliosus,5.2,25.45,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Phlogophilus_harterti,2.8,27.27,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Pterophanes_cyanopterus,10.8,20,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Ramphomicron_microrhynchum,3.9,14.55,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Schistes_geoffroyi,4.8,32.73,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Selasphorus_calliope,3,12,"Lasiewski, 1963"
Birds,Non‐Passer,Apodi,Selasphorus_rufus,3.8,12.5,"Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Selasphorus_sasin,3.7,12.5,"Lassiewski, 1963"
Birds,Non‐Passer,Apodi,Sephanoides_sephaniodes,5.7,18.5,Lopez‐Calleja & Bozinovic 1995
Birds,Non‐Passer,Apodi,Streptoprocne_rutila,16.1,43.64,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Taphrospilus_hypostictus,7.5,23.64,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Thalurania_furcata,3.8,23.64,"Londono et al., 2015"
Birds,Non‐Passer,Apodi,Threnetes_leucurus,9.4,27.27,"Londono et al., 2015"
Birds,Non‐Passer,Caprimulgi,Caprimulgus_europaeus,77.4,116,"Gavrilov, Dolnik 1985"
Birds,Non‐Passer,Caprimulgi,Caprimulgus_macrurus,73.43,73.49,Bushuev et al. (unpublished)
Birds,Non‐Passer,Caprimulgi,Caprimulgus_macrurus,68.6,56,McNab & Bonaccorso 1995
Birds,Non‐Passer,Caprimulgi,Chordeiles_minor,72,79.5,Lasiewski & Dawson 1964
Birds,Non‐Passer,Caprimulgi,Eurostopodus_argus,88,73.5,Dawson & Fisher 1969
Birds,Non‐Passer,Caprimulgi,Eurostopodus_argus,88,73.5,"Dawson, Fisher, 1969"
Birds,Non‐Passer,Caprimulgi,Eurostopodus_mystacalis,162,86.5,McNab & Bonaccorso 1995
Birds,Non‐Passer,Caprimulgi,Lyncornis_macrotis,162.8,147.4,Bushuev et al. (unpublished)
Birds,Non‐Passer,Caprimulgi,Nyctidromus_albicollis,43,83,"Scholander et al,,1950"
Birds,Non‐Passer,Caprimulgi,Phalaenoptilus_nuttallii,40,32,Bartholomew et al. 1962
Birds,Non‐Passer,Caprimulgi,Podargus_ocellatus,145,102,Lasiewski et al. 1970
Birds,Non‐Passer,Caprimulgi,Podargus_papuensis,314.6,192.5,McNab & Bonaccorso 1995
Birds,Non‐Passer,Caprimulgi,Podargus_strigoides,380.3,186,Bech & Nichol 1999
Birds,Non‐Passer,Caprimulgi,Uropsalis_lyra,77.5,94.55,"Londono et al., 2015"
Birds,Non‐Passer,Caprimulgi,Uropsalis_segmentata,34.7,98.18,"Londono et al., 2015"
Birds,Non‐Passer,Catharti,Cathartes_aura,1100,515,"Enger, 1957"
Birds,Non‐Passer,Catharti,Coragyps_atratus_,1700,798,"Enger, 1957"
Birds,Non‐Passer,Catharti,Coragyps_atratus,2120,1171.5,"Larochelle et al., 1982"
Birds,Non‐Passer,Charadrii,Alca_torda,589,648,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Alle_alle,152.5,370,Gabrielsen et al. 1991
Birds,Non‐Passer,Charadrii,Arenaria_interpres,90,166,Kersten & Piersma 1987
Birds,Non‐Passer,Charadrii,Calidris_canutus,130,158.5,Piersma et al. 1995
Birds,Non‐Passer,Charadrii,Cepphus_grylle,342.2,546,Gabrielsen et al. 1991
Birds,Non‐Passer,Charadrii,Charadrius_dubius,36,75,Kendeigh et al. 1977
Birds,Non‐Passer,Charadrii,Chroicocephalus_ridibundus,306,335,Kendeigh et al. 1977
Birds,Non‐Passer,Charadrii,Fratercula_arctica,329,462.5,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Haematopus_ostralegus,554,524,Kersten & Piersma 1987
Birds,Non‐Passer,Charadrii,Jacana_jacana,107,181,Wiersma et al. 2007
Birds,Non‐Passer,Charadrii,Larus_argentatus,924,891.5,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Larus_canus,431,405,Kendeigh et al. 1977
Birds,Non‐Passer,Charadrii,Larus_hyperboreus,1600,2664,"Scholander et al,, 1950"
Birds,Non‐Passer,Charadrii,Larus_pacificus,1210,1107.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Charadrii,Limosa_lapponica,240,273.5,Daan et al. 1990
Birds,Non‐Passer,Charadrii,Pluvialis_apricaria,151,223.5,Daan et al. 1990
Birds,Non‐Passer,Charadrii,Pluvialis_squatarola,226,320.5,Kersten & Piersma 1987
Birds,Non‐Passer,Charadrii,Rhodostethia_rosea,155,191.5,Gavrilov 1996
Birds,Non‐Passer,Charadrii,Rissa_tridactyla,305,494,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Scolopax_minor,156.7,192.5,Vander Haegen et al. 1994
Birds,Non‐Passer,Charadrii,Scolopax_rusticola,430,389,Kendeigh et al. 1977
Birds,Non‐Passer,Charadrii,Stercorarius_maccormicki,1130,1547.5,"Ricklefs, Mattew, 1983"
Birds,Non‐Passer,Charadrii,Stercorarius_parasiticus,351,414.5,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Stercorarius_skua,970,855,"Benedict, Fox, 1927"
Birds,Non‐Passer,Charadrii,Stercorarius_skua,1159,1121,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Thinocorus_rumicivorus,55.5,56,Ehlers & Morton 1982
Birds,Non‐Passer,Charadrii,Tringa_ochropus,90,166,"Prinzinger, Hanssler, 1980"
Birds,Non‐Passer,Charadrii,Turnix_suscitator,66,73.25,Bushuev et al. (unpublished)
Birds,Non‐Passer,Charadrii,Uria_aalge,771,812.5,Bryant & Furness 1995
Birds,Non‐Passer,Charadrii,Uria_lomvia,819,912.5,Bryant & Furness 1995
Birds,Non‐Passer,Ciconii,Jabiru_mycteria,5470,2372.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Ciconii,Leptoptilos_javanicus,5710,2678,"Benedict, Fox, 1927"
Birds,Non‐Passer,Ciconii,Mycteria_americana,2500,1753.5,"Kahl, 1962"
Birds,Non‐Passer,Colii,Colius_castanotus,69,83,Prinzinger et al. 1981
Birds,Non‐Passer,Colii,Colius_colius,35.1,32,McKechnie & Lovegrove 2001b
Birds,Non‐Passer,Colii,Colius_striatus,51,42.5,McKechnie & Lovegrove 2001a
Birds,Non‐Passer,Colii,Urocolius_indicus,53.5,129,"Hoffmann, Prinzinger, 1984"
Birds,Non‐Passer,Colii,Urocolius_macrourus,51.3,43,Prinzinger 1988
Birds,Non‐Passer,Columbi,Caloenas_nicobarica,613,326.5,McNab 2000
Birds,Non‐Passer,Columbi,Chalcophaps_indica,115.95,132.76,Bushuev et al. (unpublished)
Birds,Non‐Passer,Columbi,Chalcophaps_indica,124,142.5,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Columba_leucomela,456,438.5,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Columba_livia,368,298.5,Gavrilov & Dol’nik 1985
Birds,Non‐Passer,Columbi,Columba_palumbus,493,357,"Gavrilov, Dolnik 1985"
Birds,Non‐Passer,Columbi,Columba_vitiensis,467.9,260,McNab 2000
Birds,Non‐Passer,Columbi,Columbina_inca,41.5,47,MacMillen & Trost 1967
Birds,Non‐Passer,Columbi,Columbina_inca,40.5,45.5,"MacMillen, Trost, 1965"
Birds,Non‐Passer,Columbi,Columbina_talpacoti,45.7,74.5,Wiersma et al. 2007
Birds,Non‐Passer,Columbi,Drepanoptila_holosericea,198,148.5,Schluecher 2002
Birds,Non‐Passer,Columbi,Ducula_pacifica,333.4,143,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_pinon,583.8,320.5,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_pistrinaria,394.2,193,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_radiata,333.6,253,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_rubricera,418.8,245.5,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_rufigaster,376.7,229,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_spilorrhoa,453.6,247,McNab 2000
Birds,Non‐Passer,Columbi,Ducula_zoeae,456.2,306.5,McNab 2000
Birds,Non‐Passer,Columbi,Geopelia_cuneata,39,48,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Geopelia_placida,52,64,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Geopelia_striata,51.56,70.37,Bushuev et al. (unpublished)
Birds,Non‐Passer,Columbi,Geophaps_plumifera,81,71.5,"Dawson, Bennett, 1973"
Birds,Non‐Passer,Columbi,Geophaps_plumifera,81,76,Withers & Williams 1990
Birds,Non‐Passer,Columbi,Geophaps_smithii,198,157,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Geotrygon_montana,117.9,149.09,"Londono et al., 2015"
Birds,Non‐Passer,Columbi,Geotrygon_montana,107.3,121.5,Wiersma et al. 2007
Birds,Non‐Passer,Columbi,Goura_cristata,2313.4,768,McNab 2000
Birds,Non‐Passer,Columbi,Gymnophaps_albertisii,241.6,170,McNab 2000
Birds,Non‐Passer,Columbi,Hemiphaga_novaeseelandiae,435.6,339,McNab 2000
Birds,Non‐Passer,Columbi,Leptotila_rufaxilla,150.6,125.45,"Londono et al., 2015"
Birds,Non‐Passer,Columbi,Leptotila_verreauxi,131,159.5,Vleck & Vleck 1979
Birds,Non‐Passer,Columbi,Leucosarcia_melanoleuca,468,301,McNab 2000
Birds,Non‐Passer,Columbi,Ocyphaps_lophotes,187,195.5,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Oena_capensis,36,44,Schleucher 2001
Birds,Non‐Passer,Columbi,Pampusana_beccarii,68.8,96,"McNab, 2009"
Birds,Non‐Passer,Columbi,Patagioenas_leucocephala,251.9,242,McNab 2000
Birds,Non‐Passer,Columbi,Phaps_chalcoptera,304,275,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Phaps_elegans,190,223,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Phaps_histrionica,257,233.5,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Ptilinopus_melanospilus,98,88,Schleucher & Withers 2002
Birds,Non‐Passer,Columbi,Ptilinopus_perlatus,196,191,McNab 2000
Birds,Non‐Passer,Columbi,Ptilinopus_superbus,120.4,136,Schleucher 2002
Birds,Non‐Passer,Columbi,Spilopelia_chinensis,143.8,166.63,Bushuev et al. (unpublished)
Birds,Non‐Passer,Columbi,Spilopelia_senegalensis,108,152.5,Kendeigh et al. 1977
Birds,Non‐Passer,Columbi,Streptopelia_decaocto,170,171,Daan et al. 1990
Birds,Non‐Passer,Columbi,Streptopelia_roseogrisea,150,159,"Benedict, Riddle, 1928"
Birds,Non‐Passer,Columbi,Streptopelia_tranquebarica,96.37,125.65,Bushuev et al. (unpublished)
Birds,Non‐Passer,Columbi,Streptopelia_turtur,154,205,Kendeigh et al. 1977
Birds,Non‐Passer,Columbi,Zenaida_macroura,91.4,116.5,Hudson & Brush 1964
Birds,Non‐Passer,Columbi,Zentrygon_frenata,322.4,160,"Londono et al., 2015"
Birds,Non‐Passer,Coracii,Alcedo_atthis,24.1,46.82,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Alcedo_atthis,34.3,68,Kendeigh et al. 1977
Birds,Non‐Passer,Coracii,Alcedo_meninting,18.28,40.04,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Baryphthengus_martii,127.1,100,"Londono et al., 2015"
Birds,Non‐Passer,Coracii,Ceryle_rudis,70.3,103.21,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Ceyx_erithaca,12.89,30.33,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Chloroceryle_aenea,11.8,31.5,Wiersma et al. 2007
Birds,Non‐Passer,Coracii,Dacelo_novaeguineae,336,201,Buttemer et al. 2003
Birds,Non‐Passer,Coracii,Halcyon_coromanda,66.5,92.17,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Halcyon_smyrnensis,71.59,80.59,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Lacedo_pulchella,49.28,57,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Merops_leschenaulti,23.53,55.34,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Merops_viridis,33.8,53.5,Bryant et al. 1984
Birds,Non‐Passer,Coracii,Momotus_aequatorialis,158.5,105.45,"Londono et al., 2015"
Birds,Non‐Passer,Coracii,Momotus_momota,123.1,94.55,"Londono et al., 2015"
Birds,Non‐Passer,Coracii,Momotus_momota,102.4,88.5,Wiersma et al. 2007
Birds,Non‐Passer,Coracii,Nyctyornis_athertoni,89.32,117.86,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Pelargopsis_capensis,161.39,135.42,Bushuev et al. (unpublished)
Birds,Non‐Passer,Coracii,Phoeniculus_purpureus,74.1,62.5,Boix‐Hinzen & Lovegrove 1998
Birds,Non‐Passer,Coracii,Rhyticeros_plicatus,1781.6,816.5,McNab 2001
Birds,Non‐Passer,Coracii,Todus_mexicanus,6.3,20.5,Merola‐Zwartjes & Ligon 2000
Birds,Non‐Passer,Coracii,Upupa_epops,67,99.5,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Cuculi,Cacomantis_merulinus,24.63,41.73,Bushuev et al. (unpublished)
Birds,Non‐Passer,Cuculi,Cacomantis_sonneratii,31.3,54.07,Bushuev et al. (unpublished)
Birds,Non‐Passer,Cuculi,Cacomantis_variolosus,23.8,22,"Hails, 1983"
Birds,Non‐Passer,Cuculi,Centropus_bengalensis,104.5,101.96,Bushuev et al. (unpublished)
Birds,Non‐Passer,Cuculi,Centropus_senegalensis,175,271.5,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Cuculi,Centropus_sinensis,240.4,200.22,Bushuev et al. (unpublished)
Birds,Non‐Passer,Cuculi,Clamator_coromandus,54.8,57.41,Bushuev et al. (unpublished)
Birds,Non‐Passer,Cuculi,Cuculus_canorus,111.6,151,Kendeigh et al. 1977
Birds,Non‐Passer,Cuculi,Eudynamys_scolopaceus,188,296,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Cuculi,Geococcyx_californianus,294.6,227.5,Ohmart & Lasiewski 1971
Birds,Non‐Passer,Cuculi,Opisthocomus_hoazin,598,288,Grajal 1991
Birds,Non‐Passer,Cuculi,Phaenicophaeus_tristis,111,125.18,Bushuev et al. (unpublished)
Birds,Non‐Passer,Falconi,Daptrius_ater,362,216,Wasser 1986
Birds,Non‐Passer,Falconi,Falco_mexicanus,430,349.5,Wasser 1986
Birds,Non‐Passer,Falconi,Falco_sparverius,116,119,Wasser 1986
Birds,Non‐Passer,Falconi,Falco_subbuteo,208,233.5,Kendeigh et al. 1977
Birds,Non‐Passer,Falconi,Falco_tinnunculus,131,139.5,Gavrilov & Dol’nik 1985
Birds,Non‐Passer,Falconi,Micrastur_gilvicollis,170.5,189.09,"Londono et al., 2015"
Birds,Non‐Passer,Falconi,Micrastur_ruficollis,304.1,130.91,"Londono et al., 2015"
Birds,Non‐Passer,Falconi,Microhierax_caerulescens,39.1,74.82,Bushuev et al. (unpublished)
Birds,Non‐Passer,Gabuli,Micromonacha_lanceolata,21.9,65.45,"Londono et al., 2015"
Birds,Non‐Passer,Gabuli,Notharchus_macrorhynchos,43.2,57,Wiersma et al. 2007
Birds,Non‐Passer,Galli,Alectoris_chukar,475,353,Marder & Bernstein 1983
Birds,Non‐Passer,Galli,Alectoris_graeca,633,456,Kendeigh et al. 1977
Birds,Non‐Passer,Galli,Arborophila_chloropus,251.9,200.88,Bushuev et al. (unpublished)
Birds,Non‐Passer,Galli,Bonasa_umbellus,644,429,"Rasmussen, Brander, 1973"
Birds,Non‐Passer,Galli,Callipepla_californica,137.1,138,Hudson & Brush 1964
Birds,Non‐Passer,Galli,Callipepla_gambelii,126.1,136,Weathers 1981
Birds,Non‐Passer,Galli,Colinus_virginianus,194,200.5,"Lasiewski, Dawson, 1967"
Birds,Non‐Passer,Galli,Coturnix_coturnix,97,160.5,Kendeigh et al. 1977
Birds,Non‐Passer,Galli,Coturnix_japonica,115,176,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Galli,Coturnix_pectoralis,95.8,114.5,Roberts & Baudinette 1986
Birds,Non‐Passer,Galli,Crax_alberti,2800,1186.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Galli,Dendragapus_obscurus,1131,892.5,Pekins et al. 1992
Birds,Non‐Passer,Galli,Excalfactoria_chinensis,44.9,66,Roberts & Baudinette 1986
Birds,Non‐Passer,Galli,Francolinus_pintadeanus,286.8,166.21,Bushuev et al. (unpublished)
Birds,Non‐Passer,Galli,Gallus_gallus,835.3,566.04,Bushuev et al. (unpublished)
Birds,Non‐Passer,Galli,Lagopus_lagopus,658,505,Mortensen & Blix 1986
Birds,Non‐Passer,Galli,Lagopus_leucura,326,425,Johnson 1968
Birds,Non‐Passer,Galli,Lagopus_muta,465,493,Mortensen & Blix 1986
Birds,Non‐Passer,Galli,Odontophorus_stellatus,296.5,209.09,"Londono et al., 2015"
Birds,Non‐Passer,Galli,Penelope_purpurascens,2040,977,"Benedict, Fox, 1927"
Birds,Non‐Passer,Galli,Perdix_perdix,501,387.5,Kendeigh et al. 1977
Birds,Non‐Passer,Galli,Tetrao_urogallus,3900,2146,Kendeigh et al. 1977
Birds,Non‐Passer,Grui,Amaurornis_phoenicurus,195.2,142.85,Bushuev et al. (unpublished)
Birds,Non‐Passer,Grui,Antigone_canadensis,3890,1465.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Grui,Aramides_cajaneus,374.3,277.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Atlantisia_rogersi,39.4,40.5,Ryan et al. 1989
Birds,Non‐Passer,Grui,Crex_crex,96,141.5,Kendeigh et al. 1977
Birds,Non‐Passer,Grui,Fulica_atra,412,368,Kendeigh et al. 1977
Birds,Non‐Passer,Grui,Gallinula_tenebrosa,512.4,421,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Gallirallus_australis,813.5,329,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Gallirallus_owstoni,198.8,165,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Gallirallus_philippensis,171.7,175.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Grus_paradisea,4030,1919,"Benedict, Fox, 1927"
Birds,Non‐Passer,Grui,Megacrex_inepta,856.6,241.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Porphyrio_hochstetteri,2758.3,1239.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Porphyrio_porphyrio,919.3,665.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Porzana_cinerea,47.9,89,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Tribonyx_mortierii,954.4,573.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Tribonyx_ventralis,309.2,290.5,McNab & Ellis 2006
Birds,Non‐Passer,Grui,Turnix_suscitator,58.1,69.5,Prinzinger et al. 1993
Birds,Non‐Passer,Pelecani,Ardea_herodias,1870,1116.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Pelecani,Ardeola_bacchus,202.4,176.63,Bushuev et al. (unpublished)
