Class,HighTaxon,Taxon,Species,Mass,BMR,Reference
Birds,Passeriformes,Passeri,Thripadectes_holostictus,42.5,69.09,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Thripadectes_melanorhynchus,47.5,98.18,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Thryophilus_rufalbus,22.6,53.5,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Thryothorus_ludovicianus,14.9,64.5,Eberhardt 1994
Birds,Passeriformes,Passeri,Tiaris_canorus,7.6,28,"Gavrilov, 1997"
Birds,Passeriformes,Passeri,Tiaris_obscurus,12.1,29.09,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Timalia_pileata,20.62,43.5,Bushuev et al. (unpublished)
Birds,Passeriformes,Passeri,Todirostrum_cinereum,7.3,30.5,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Toxorhamphus_poliopterus,13.2,34.5,"McNab, pers. obs."
Birds,Passeriformes,Passeri,Trichothraupis_melanops,24.9,81.82,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Troglodytes_aedon,10.2,37.5,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Troglodytes_aedon,13.3,38,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Troglodytes_solstitialis,13,49.09,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Troglodytes_troglodytes,8.9,30,Lindstrom & Kvist 1995
Birds,Passeriformes,Passeri,Turdus_albicollis,51.3,83.64,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_chiguanco,87,98.18,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_fuscater,138,174.55,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_grayi,77.9,122,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Turdus_hauxwelli,63.3,90.91,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_ignobilis,56.6,74.55,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_iliacus,58,130,Kendeigh et al. 1977
Birds,Passeriformes,Passeri,Turdus_lawrencii,55.3,121.82,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_leucops,62.2,129.09,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_merula,85.1,172.8,"Bech et al., 2016"
Birds,Passeriformes,Passeri,Turdus_merula,82.6,167,Kendeigh et al. 1977
Birds,Passeriformes,Passeri,Turdus_migratorius,62.4,137,Wiermsa et al. 2007
Birds,Passeriformes,Passeri,Turdus_nigriceps,51.1,96.36,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_philomelos,62.8,130.5,Gavrilov & Dol’nik 1985
Birds,Passeriformes,Passeri,Turdus_poliocephalus,66.1,128,"McNab, pers. ob."
Birds,Passeriformes,Passeri,Turdus_serranus,81.2,176.36,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Turdus_viscivorus,108.2,198.5,Kendeigh et al. 1977
Birds,Passeriformes,Passeri,Tyrannus_melancholicus,38,65.5,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Tyrannus_tyrannus,35.7,78.5,Yarbrough 1971
Birds,Passeriformes,Passeri,Uraeginthus_bengalus,9.2,29.5,Kendeigh et al. 1977
Birds,Passeriformes,Passeri,Vermivora_cyanoptera,7.8,27,Yarbrough 1971
Birds,Passeriformes,Passeri,Vidua_paradisaea,10.5,35,"Terroine, Trautman, 1927"
Birds,Passeriformes,Passeri,Vireo_flavoviridis,15.9,50.5,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Vireo_olivaceus,16.2,43,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Willisornis_poecilinotus,22.3,70.91,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Xenops_minutus,12.7,32.73,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Xenops_minutus,9.9,41,Wiersma et al. 2007
Birds,Passeriformes,Passeri,Xiphorhynchus_elegans,41.4,92.73,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Xiphorhynchus_guttatus,60.1,94.55,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Xiphorhynchus_guttatus,45.2,80.5,Vleck & Vleck 1979
Birds,Passeriformes,Passeri,Xiphorhynchus_triangularis,44.1,109.09,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Zimmerius_bolivianus,11,50.91,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Zonotrichia_albicollis,20.2,50,Yarbrough 1971
Birds,Passeriformes,Passeri,Zonotrichia_capensis,22.2,56.36,"Londono et al., 2015"
Birds,Passeriformes,Passeri,Zonotrichia_leucophrys,26.1,60.5,Yarbrough 1971
Birds,Passeriformes,Passeri,Zonotrichia_querula,33.3,88.5,Yarbrough 1971
Birds,Passeriformes,Passeri,Zoothera_dauma,107,143.11,Bushuev et al. (unpublished)
Birds,Passeriformes,Passeri,Zoothera_lunulata,113.2,184.2,"Bech et al., 2016"
Birds,Passeriformes,Passeri,Zosterops_lateralis,10.4,37.8,"Bech et al., 2016"
Mammals,Eutheria,Artio,Antilocapra_americana,37800,10586,Genoud et al. (2017)
Mammals,Eutheria,Artio,Alcelaphus_buselaphus,98000,30024,Genoud et al. (2017)
Mammals,Eutheria,Artio,Connochaetes_taurinus,140000,27440,Genoud et al. (2017)
Mammals,Eutheria,Artio,Gazella_gazella,16300,6275,Genoud et al. (2017)
Mammals,Eutheria,Artio,Gazella_spekei,12400,5926,Genoud et al. (2017)
Mammals,Eutheria,Artio,Gazella_subgutturosa,17100,4595.8,Genoud et al. (2017)
Mammals,Eutheria,Artio,Kobus_ellipsiprymnus,100000,26667,Genoud et al. (2017)
Mammals,Eutheria,Artio,Madoqua_kirkii,4850,2671,Genoud et al. (2017)
Mammals,Eutheria,Artio,Madoqua_saltiana,2000,851.5,Genoud et al. (2017)
Mammals,Eutheria,Artio,Nanger_soemmerringii,35100,9213,Genoud et al. (2017)
Mammals,Eutheria,Artio,Oreamnos_americanus,32000,8320,Genoud et al. (2017)
Mammals,Eutheria,Artio,Oryx_gazella,180000,43560,Genoud et al. (2017)
Mammals,Eutheria,Artio,Oryx_leucoryx,93050,17353,Genoud et al. (2017)
Mammals,Eutheria,Artio,Ovibos_moschatus,195500,26988,Genoud et al. (2017)
Mammals,Eutheria,Artio,Ovis_canadensis,78500,16245,Genoud et al. (2017)
Mammals,Eutheria,Artio,Philantomba_monticola,4267,1834.8,Genoud et al. (2017)
Mammals,Eutheria,Artio,Raphicerus_campestris,8377,3225.1,Genoud et al. (2017)
Mammals,Eutheria,Artio,Taurotragus_oryx,383000,86353,Genoud et al. (2017)
Mammals,Eutheria,Artio,Camelus_dromedarius,280800,28980,Genoud et al. (2017)
Mammals,Eutheria,Artio,Alces_americanus,350000,56029,Genoud et al. (2017)
Mammals,Eutheria,Artio,Capreolus_capreolus,21500,8616,Genoud et al. (2017)
Mammals,Eutheria,Artio,Cervus_elaphus,58000,16420,Genoud et al. (2017)
Mammals,Eutheria,Artio,Odocoileus_virginianus,51190,11481,Genoud et al. (2017)
Mammals,Eutheria,Artio,Rangifer_tarandus,94100,23748,Genoud et al. (2017)
Mammals,Eutheria,Artio,Pecari_tajacu,20200,5858,Genoud et al. (2017)
Mammals,Eutheria,Artio,Tragulus_javanicus,1613,869.4,Genoud et al. (2017)
Mammals,Eutheria,Cetac,Orcinus_orca,4037500,387196,Genoud et al. (2017)
Mammals,Eutheria,Cetac,Tursiops_truncatus,190720,43503,Genoud et al. (2017)
Mammals,Eutheria,Cetac,Delphinapterus_leucas,625000,114090,Genoud et al. (2017)
Mammals,Eutheria,Cetac,Phocoena_phocoena,28500,19380,Genoud et al. (2017)
Mammals,Eutheria,Perisso,Equus_asinus,177500,29400,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Canis_latrans,10000,2688,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Canis_lupus,35500,8305,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Canis_mesomelas,7720,3760,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Lycalopex_culpaeus,5418,2034.5,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Lycaon_pictus,8750,5469,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Cerdocyon_thous,5444,1497.1,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Nyctereutes_procyonoides,7575,3045,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Vulpes_rueppellii,1546,798.9,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Vulpes_cana,1285,631.2,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Vulpes_zerda,1106,396,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Vulpes_lagopus,3970,1709.5,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Vulpes_macrotis,1769,1078.4,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Vulpes_vulpes,3060,1501,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Fossa_fossana,2260,906.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Acinonyx_jubatus,37900,8982.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Felis_margarita,1925,898.8,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Felis_silvestris,2618,983.8,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Puma_concolor,37200,8841.7,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Leopardus_pardalis,10500,3126.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Leopardus_wiedii,3550,937.2,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Leptailurus_serval,10120,3140,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Lynx_rufus,9400,4220.6,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Panthera_leo,98000,16954,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Panthera_onca,69000,12834,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Panthera_tigris,137900,23994.6,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Puma_yagouaroundi,8350,1737,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Galerella_sanguinea,500,380,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Herpestes_javanicus,611,403.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Suricata_suricatta,850,310.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Hyaena_hyaena,34300,5728.1,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Proteles_cristata,8100,2194,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mephitis_mephitis,5667,1507.5,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Spilogale_putorius,624,265.8,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Eira_barbara,2950,1221.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Enhydra_lutris,18000,12960,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Gulo_gulo,12700,5842,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Lutra_lutra,7967,4362,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Martes_americana,1038,685.1,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Martes_martes,920,736,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Meles_meles,11050,2984,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mustela_erminea,161.5,337,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mustela_eversmanii,612,434.5,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mustela_frenata,225,236,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mustela_nigripes,920,460,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mustela_nivalis,89.5,171.6,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Mustela_putorius,1575,1268,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Neovison_vison,704,515.3,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Taxidea_taxus,9000,2700,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Nandinia_binotata,4270,862.5,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Callorhinus_ursinus,32000,21701,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Eumetopias_jubatus,171867,46460,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Zalophus_californianus,94660,36348,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Halichoerus_grypus,190700,33806,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Leptonychotes_weddellii,388500,74592,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Histriophoca_fasciata,54000,17795,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Pagophilus_groenlandicus,149500,34236,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Phoca_vitulina,86800,30120,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Pusa_hispida,46600,13800,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Ailurus_fulgens,5740,878.2,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Bassariscus_astutus,865,371,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Bassariscus_sumichrasti,1282,634.6,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Nasua_narica,3665,1205.8,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Nasua_nasua,3850,1010.6,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Potos_flavus,2400,758,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Procyon_cancrivorus,1160,460.1,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Procyon_lotor,6480,1873,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Melursus_ursinus,66957,8437,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Ursus_americanus,129500,15341,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Ursus_arctos,136000,17400,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Ursus_maritimus,181333,22376,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Arctictis_binturong,14280,1128.1,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Arctogalidia_trivirgata,2010,552.8,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Genetta_genetta,1203.2,596.8,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Genetta_tigrina,1732,762.1,Genoud et al. (2017)
Mammals,Eutheria,Carniv,Paradoxurus_hermaphroditus,3160,760,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Peropteryx_macrotis,5.1,11.78,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Saccopteryx_bilineata,7.8,14.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Saccopteryx_leptura,4.2,9.49,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Taphozous_mauritianus,26.17,31.14,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Aselliscus_tricuspidatus,4.2,7.14,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Hipposideros_diadema,37.2,33,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Hipposideros_cervinus,8.3,8.96,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Hipposideros_galeritus,8.5,9.35,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Hipposideros_maggietaylorae,18.2,21.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Hipposideros_armiger,53.1,32.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Rhinonicteris_aurantia,8.27,16.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Macroderma_gigas,107.2,94.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nycteris_thebaica,11.65,18.76,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Miniopterus_natalensis,9.77,4.89,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Miniopterus_schreibersii,11.1,25.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Eumops_perotis,56,39.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Molossus_molossus,16.5,20.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Mops_condylurus,23.2,32.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Sauromys_petrophilus,10.98,6.74,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Tadarida_brasiliensis,11,8.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Tadarida_teniotis,32,34.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Mormoops_blainvillei,8.91,8.29,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Mormoops_megalophylla,16.5,24.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteronotus_davyi,9.4,15.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteronotus_parnellii,19.2,30.7,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteronotus_personatus,14,23,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteronotus_quadridens,4.8,6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Natalus_tumidirostris,5.4,8.32,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Noctilio_albiventris,38.6,38.22,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Noctilio_leporinus,61,47,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Ametrida_centurio,10.5,21.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Anoura_caudifer,11.5,35.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Anoura_latidens,13.5,36.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Artibeus_cinereus,10.5,21.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Artibeus_concolor,19.7,32.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Artibeus_fimbriatus,63.9,77.96,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Artibeus_jamaicensis,45.2,56.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Artibeus_lituratus,70.1,84.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Artibeus_hirsutus,51.5,121.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Carollia_perspicillata,14.9,31.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Chiroderma_doriae,19.9,31.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Choeroniscus_godmani,10.1,19.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Chrotopterus_auritus,96.1,101.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Desmodus_rotundus,29.4,26.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Diaemus_youngi,36.6,34,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Diphylla_ecaudata,27.8,33.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Erophylla_bombifrons,16.41,18.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Glossophaga_longirostris,13.5,26.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Glossophaga_soricina,9.6,21.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Leptonycteris_curasoae,24,34.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Leptonycteris_yerbabuenae,22,36.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Macrotus_californicus,11.7,14.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Monophyllus_redmani,8.81,11.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Phyllostomus_discolor,33.5,34.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Phyllostomus_elongatus,35.6,38.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Phyllostomus_hastatus,84.2,70.7,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Platyrrhinus_lineatus,21.9,32.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Rhinophylla_pumilio,9.5,16.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Sturnira_erythromos,15.9,39.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Sturnira_lilium,21.9,39.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Sturnira_tildae,20.5,39.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Tonatia_bidens,27.4,39.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Uroderma_bilobatum,16.2,26.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Vampyressa_nymphaea,10.5,21.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Vampyressa_pusilla,8.8,18.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Cynopterus_brachyotis,37.4,47.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Dobsonia_anderseni,241,174,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Dobsonia_minor,73.7,74.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Dobsonia_moluccensis,404.3,367.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Dobsonia_praedatrix,179.5,142.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Eonycteris_spelaea,51.6,48,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Epomophorus_wahlbergi,101.7,105.16,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Macroglossus_minimus,16.4,14.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Megaloglossus_woermanni,11.28,18,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Melonycteris_melanops,53.3,43.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctimene_albiventer,30.9,27.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctimene_cyclotis,40.4,64.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctimene_robinsoni,54.8,54.7,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Paranyctimene_raptor,23.6,24.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_giganteus,562.2,290.7,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_hypomelanus,520.8,290.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_poliocephalus,598,316.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_pumilus,194.2,126.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_rodricensis,254.5,134.9,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_scapulatus,362,242.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pteropus_vampyrus,1024.3,804.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Rousettus_aegyptiacus,146,122.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Rousettus_amplexicaudatus,91.5,104.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Syconycteris_australis,16.3,16.95,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Rhinolophus_capensis,11.9,7.14,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Rhinolophus_clivosus,16.83,13.46,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Antrozous_pallidus,22,19.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Chalinolobus_gouldii,17.5,25.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Eptesicus_fuscus,15,16.98,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Eptesicus_serotinus,27,43.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Histiotus_velatus,11.2,9.97,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Lasiurus_borealis,12.2,17.45,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Lasiurus_cinereus,19.9,16.52,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Lasiurus_intermedius,22.6,18.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Lasiurus_seminolus,9.8,13.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_austroriparius,7.5,8.63,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_bechsteinii,8.9,9.6,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_chiloensis,5.78,10.17,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_daubentonii,7.8,7.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_lucifugus,6,10.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_yumanensis,6.75,13.5,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_myotis,25,40.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_nattereri,7.1,8.7,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_nigricans,3.7,4.81,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_thysanodes,8.7,15.1,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_tricolor,12.71,6.36,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctalus_noctula,20,15,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nycticeius_humeralis,9,10.7,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctophilus_bifax,9.9,12.67,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctophilus_geoffroyi,8,11.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctophilus_gouldi,10,12.2,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Nyctophilus_timoriensis,13.6,20.4,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Otonycteris_hemprichii,25.4,16.3,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pipistrellus_kuhlii,6.99,9.31,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Pipistrellus_pipistrellus,4.6,8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Myotis_vivesi,25,35.8,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Plecotus_auritus,10.7,14.69,Genoud et al. (2017)
Mammals,Eutheria,Chiro,Vespadelus_vulturnus,4,4.08,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Atelerix_albiventris,450,146.7,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Atelerix_frontalis,375,86.25,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Echinosorex_gymnura,721,505,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Erinaceus_concolor,823,347,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Erinaceus_europaeus,749,337.1,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Hemiechinus_auritus,397,150.9,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Hylomys_suillus,77.3,80.4,Genoud et al. (2017)
Mammals,Eutheria,Erinaco,Paraechinus_aethiopicus,453,113.3,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Blarina_brevicauda,21,52.5,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Blarina_carolinensis,10.2,33.3,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_hildegardeae,10,26,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_jouvenetae,10.2,22.4,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_leucodon,11.7,29.8,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_luna,11.8,24.8,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_olivieri,38.9,58.4,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_poensis,17.3,31.1,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_russula,11.3,22.4,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_suaveolens,6.5,18.9,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Crocidura_viaria,14.7,22.1,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Cryptotis_parva,6.2,19,Genoud et al. (2017)
