Class,Species,Mass,Tb,Tlc,BMR,Species.Map,Longitude,Latitude,MeanTemp,MaxTemp,MinTemp,Migration
Birds,Pluvialis_apricaria,151,38.9,18,213.7,Pluvialis_apricaria,47.12246045,65.55715927,-2.603105164,17.17594147,-19.25396576,Long Migrants
Birds,Rissa_tridactyla,365,40.2,5,569.8,Rissa_tridactyla,-41.86441661,60.91593097,-5.928869247,9.386087036,-20.27445068,Long Migrants
Birds,Sterna_fuscata,176.75,39.3,28,137.7,Onychoprion_fuscatus,109.447168,-0.66931066,25.40913544,28.20855713,22.59625854,Short Migrants
Birds,Uria_lomvia,819,39.6,2,872.4,Uria_lomvia,15.89515748,67.89744873,-7.845304108,8.144103241,-22.78360291,Long Migrants
Birds,Bubulcus_ibis,299.2,40,25,171.6,Bubulcus_ibis,-2.62853328,5.66200283,20.71631012,30.81463013,10.45262451,Short Migrants
Birds,Egretta_thula,314,40.2,26,233.7,Egretta_thula,-70.77517074,3.56185943,21.28148346,30.26524658,12.52391891,Long Migrants
Birds,Egretta_tricolor,309,40.4,29,292.5,Egretta_tricolor,-78.54054006,18.58156979,23.25503693,30.0891449,15.87351227,Short Migrants
Birds,Colius_colius,40.2,37,29,30.6,Colius_colius,20.64749751,-26.50123235,18.93390808,30.77155457,4.915765762,Resident
Birds,Colius_striatus,51,39,25,40.6,Colius_striatus,28.75967043,-3.86980767,22.61224518,30.46588135,15.38279419,Resident
Birds,Urocolius_macrourus,51.3,40.6,29,38.5,Urocolius_macrourus,26.48364296,9.38277437,26.03695068,35.55940247,16.42000732,Resident
Birds,Caloenas_nicobarica,613,40.9,25,312.1,Caloenas_nicobarica,127.4672836,-0.3390604,25.64744873,27.87153931,23.55863495,Resident
Birds,Columba_livia,467,41.6,23,247.6,Columba_livia,57.33300186,35.80776117,12.49271545,29.45316772,-4.035630035,Resident
Birds,Columba_vitiensis,467.9,39.9,22,248.3,Columba_vitiensis,136.130888,-1.84217041,23.63049316,26.63639526,20.69759064,Resident
Birds,Columbina_inca,41.5,40.2,32,44.9,Columbina_inca,-102.1658457,26.20065241,19.75423737,32.00371094,6.661286163,Resident
Birds,Drepanoptila_holosericea,198,39,27,142,Drepanoptila_holosericea,165.4993516,-21.342567,22.07404022,26.46757813,17.42329407,Resident
Birds,Ducula_bicolor,453,40.9,26,234.7,Ducula_bicolor,114.3179127,2.11268181,27.31261597,28.5123291,26.04737244,Resident
Birds,Ducula_pacifica,333.4,39.8,27.5,135.8,Ducula_pacifica,106.4151516,-16.84554225,23.99698486,26.57610779,21.34985199,Resident
Birds,Ducula_pinon,583.8,39.7,23,306.4,Ducula_pinon,140.3956369,-5.34816067,25.22392426,28.38179932,22.22250519,Resident
Birds,Ducula_pistrinaria,394.2,40.8,27,184.5,Ducula_pistrinaria,153.8940829,-6.30285776,24.93668823,26.59242249,23.26151123,Resident
Birds,Ducula_rubricera,418.8,40.8,24,234.7,Ducula_rubricera,154.4924625,-6.56646413,25.41362305,27.062854,23.75265808,Resident
Birds,Ducula_rufigaster,376.7,40.6,26,218.9,Ducula_rufigaster,140.5455138,-5.33332711,24.88505554,28.06706848,21.85475922,Resident
Birds,Ducula_zoeae,456.2,40.2,19,293,Ducula_zoeae,140.6505638,-5.38787536,24.60420074,27.7836792,21.57359009,Resident
Birds,Geopelia_cuneata,39,39,34,45.9,Geopelia_cuneata,135.0965452,-23.58464484,23.61835938,35.25291748,9.99441452,Resident
Birds,Geophaps_plumifera,89,40.5,33,72.7,Geophaps_plumifera,130.747905,-21.83062407,24.99239197,36.60036316,10.65389557,Resident
