Class,Species,Mass,Temperature,MR
Fishes,Orthodon_microlepidotus,574,25,56.252
Fishes,Orthodon_microlepidotus,583,30,77.9471
Fishes,Orthodon_microlepidotus,588,20,40.7484
Fishes,Orthodon_microlepidotus,650,12,14.56
Fishes,Orthodon_microlepidotus,650,20,40.95
Fishes,Orthodon_microlepidotus,650,28,56.875
Fishes,Orthodon_microlepidotus,678,15,37.0188
Fishes,Petromyzon_marinus,22.8,5,0.84588
Fishes,Petromyzon_marinus,34.8,10,1.5834
Fishes,Petromyzon_marinus,35.7,15,2.87385
Fishes,Petromyzon_marinus,75.6,20,6.56208
Fishes,Platichthys_flesus,350,9,2.94
Fishes,Platichthys_flesus,350,9,4.9
Fishes,Platichthys_flesus,350,9,9.555
Fishes,Platichthys_flesus,395,15,10.2305
Fishes,Platichthys_flesus,434,5,5.4684
Fishes,Platichthys_flesus,494,10,15.561
Fishes,Platichthys_stellatus,580.8,9,15.85584
Fishes,Platichthys_stellatus,685.3,9,18.22898
Fishes,Platichthys_stellatus,1175,11.2,27.1425
Fishes,Platichthys_stellatus,1175,11.5,25.4975
Fishes,Platichthys_stellatus,1175,20,69.09
Fishes,Platichthys_stellatus,1200,11.4,17.64
Fishes,Platichthys_stellatus,1200,19.8,61.32
Fishes,Platichthys_stellatus,1268,9,29.2908
Fishes,Platichthys_stellatus,1268,9.5,31.066
Fishes,Platichthys_stellatus,1268,17.8,56.8064
Fishes,Platichthys_stellatus,1290,9,14.448
Fishes,Platichthys_stellatus,1290,9,21.672
Fishes,Platichthys_stellatus,1290,16.6,35.217
Fishes,Platichthys_stellatus,1425,11,28.9275
Fishes,Platichthys_stellatus,1425,11,41.895
Fishes,Platichthys_stellatus,1440,12.3,53.424
Fishes,Platichthys_stellatus,1440,13,45.36
Fishes,Platichthys_stellatus,1440,19.8,88.704
Fishes,Platichthys_stellatus,1450,11.8,17.255
Fishes,Platichthys_stellatus,1450,19.5,92.365
Fishes,Platichthys_stellatus,1475,10.2,47.495
Fishes,Platichthys_stellatus,1475,11.5,33.04
Fishes,Pleuronectes_platessa,27,10,2.4003
Fishes,Pleuronectes_platessa,27,20,3.1752
Fishes,Pleuronectes_platessa,92,20,4.7012
Fishes,Pleuronectes_platessa,105,15,4.704
Fishes,Pleuronectes_platessa,106,20,4.6746
Fishes,Pleuronectes_platessa,110,10,3.465
Fishes,Pleuronectes_platessa,110,15,5.005
Fishes,Pleuronectes_platessa,110,20,10.01
Fishes,Pleuronectes_platessa,120,10,3.108
Fishes,Pleuronectes_platessa,120,10,4.284
Fishes,Pleuronectes_platessa,120,15,5.46
Fishes,Pleuronectes_platessa,124,10,2.7776
Fishes,Pleuronectes_platessa,127,10,3.6449
Fishes,Pleuronectes_platessa,130,20,7.735
Fishes,Pleuronectes_platessa,132,20,8.8704
Fishes,Pleuronectes_platessa,150,10,4.305
Fishes,Pleuronectes_platessa,158,10,4.977
Fishes,Pleuronectes_platessa,164,10,5.5104
Fishes,Pleuronectes_platessa,186,10,5.4684
Fishes,Pleuronectes_platessa,281,15,10.0317
Fishes,Pleuronectes_platessa,288.6,5,4.0404
Fishes,Pleuronectes_platessa,294,10,8.4378
Fishes,Pleuronectes_platessa,322,10,8.5652
Fishes,Pleuronectes_platessa,383,10,8.8473
Fishes,Pleuronectes_platessa,572,10,13.2132
Fishes,Pleuronectes_platessa,632,10,20.7928
Fishes,Protopterus_annectens,80,30,8.736
Fishes,Protopterus_annectens,107,30,11.4597
Fishes,Protopterus_annectens,107,30,12.5832
Fishes,Protopterus_annectens,107,30,12.8079
Fishes,Protopterus_annectens,212,30,19.4404
Fishes,Protopterus_annectens,212,30,23.5956
Fishes,Protopterus_annectens,212,30,24.7828
Fishes,Protopterus_annectens,368,30,20.608
Fishes,Protopterus_annectens,368,30,25.2448
Fishes,Protopterus_annectens,368,30,28.8512
Fishes,Pseudopleuronectes_americanus,11.25,12,0.354375
Fishes,Pseudopleuronectes_americanus,11.25,12,1.134
Fishes,Pseudopleuronectes_americanus,14.8,20,1.31572
Fishes,Pseudopleuronectes_americanus,14.8,20,2.42424
Fishes,Pseudopleuronectes_americanus,14.96,20,1.968736
Fishes,Pseudopleuronectes_americanus,14.96,20,3.644256
Fishes,Pseudopleuronectes_americanus,16.09,20,1.723239
Fishes,Pseudopleuronectes_americanus,16.09,20,2.444071
Fishes,Pseudopleuronectes_americanus,16.89,20,1.30053
Fishes,Pseudopleuronectes_americanus,16.89,20,4.01982
Fishes,Pseudopleuronectes_americanus,17.17,16,2.04323
Fishes,Pseudopleuronectes_americanus,17.17,16,2.439857
Fishes,Pseudopleuronectes_americanus,17.19,24,3.549735
Fishes,Pseudopleuronectes_americanus,17.19,24,4.837266
Fishes,Pseudopleuronectes_americanus,17.46,16,1.307754
Fishes,Pseudopleuronectes_americanus,17.46,16,3.128832
Fishes,Pseudopleuronectes_americanus,17.92,16,2.25792
Fishes,Pseudopleuronectes_americanus,17.92,16,3.499776
Fishes,Pseudopleuronectes_americanus,19.11,12,0.882882
Fishes,Pseudopleuronectes_americanus,19.11,12,1.083537
Fishes,Pseudopleuronectes_americanus,26.15,12,0.07322
Fishes,Pseudopleuronectes_americanus,26.15,12,1.079995
Fishes,Pseudopleuronectes_americanus,27.41,20,1.746017
Fishes,Pseudopleuronectes_americanus,27.41,20,4.79675
Fishes,Pseudopleuronectes_americanus,30.18,12,0.338016
Fishes,Pseudopleuronectes_americanus,30.18,12,0.63378
Fishes,Pseudopleuronectes_americanus,32.63,20,3.220581
Fishes,Pseudopleuronectes_americanus,32.63,20,5.139225
Fishes,Pseudopleuronectes_americanus,34.12,16,1.67188
Fishes,Pseudopleuronectes_americanus,34.12,16,3.176572
Fishes,Pseudopleuronectes_americanus,35.48,24,6.680884
Fishes,Pseudopleuronectes_americanus,35.48,24,11.62325
Fishes,Pseudopleuronectes_americanus,39.48,16,1.464708
Fishes,Pseudopleuronectes_americanus,39.48,16,4.255944
Fishes,Pseudopleuronectes_americanus,42.5,24,9.3415
Fishes,Pseudopleuronectes_americanus,42.5,24,10.73975
Fishes,Pseudopleuronectes_americanus,43.18,12,0.695198
Fishes,Pseudopleuronectes_americanus,43.18,12,0.816102
Fishes,Pseudopleuronectes_americanus,48.66,12,0.17031
Fishes,Pseudopleuronectes_americanus,48.66,12,1.87341
Fishes,Pseudopleuronectes_americanus,51.86,16,3.339784
Fishes,Pseudopleuronectes_americanus,51.86,16,7.405608
Fishes,Pseudopleuronectes_americanus,54.06,20,7.530558
Fishes,Pseudopleuronectes_americanus,54.06,20,9.574026
Fishes,Pseudopleuronectes_americanus,55.03,16,3.890621
Fishes,Pseudopleuronectes_americanus,55.03,16,7.473074
Fishes,Pseudopleuronectes_americanus,55.97,24,9.873108
Fishes,Pseudopleuronectes_americanus,55.97,24,13.16414
Fishes,Pseudopleuronectes_americanus,56.88,24,8.122464
Fishes,Pseudopleuronectes_americanus,56.88,24,16.20511
Fishes,Pseudopleuronectes_americanus,568,20,31.0128
Fishes,Pseudopleuronectes_americanus,634,15,19.5272
Fishes,Pseudopleuronectes_americanus,635,10,14.6685
Fishes,Pseudopleuronectes_americanus,681,15,25.7418
Fishes,Pseudopleuronectes_americanus,696,5,10.2312
Fishes,Pseudopleuronectes_americanus,716,10,17.0408
Fishes,Rhinogobiops_nicholsii,0.57,15,0.061047
Fishes,Rhinogobiops_nicholsii,0.78,15,0.0546
Fishes,Rhinogobiops_nicholsii,0.93,15,0.068355
Fishes,Rhinogobiops_nicholsii,1.39,15,0.083678
Fishes,Rhinogobiops_nicholsii,1.58,15,0.085162
Fishes,Rhinogobiops_nicholsii,1.82,15,0.08281
Fishes,Rhinogobiops_nicholsii,1.93,15,0.098623
Fishes,Rhinogobiops_nicholsii,2.93,15,0.159978
Fishes,Rhinogobiops_nicholsii,3.59,15,0.168371
Fishes,Rhinogobiops_nicholsii,3.8,15,0.17556
Fishes,Rhinogobiops_nicholsii,3.91,15,0.166957
Fishes,Rhinogobiops_nicholsii,4.08,15,0.179928
Fishes,Salmo_salar,26.9,6,1.43108
Fishes,Salmo_salar,26.9,18,3.9543
Fishes,Salmo_salar,227,15,17.6379
Fishes,Salmo_trutta,100,10,5.6
Fishes,Salmo_trutta,350,10,14.21
Fishes,Salmo_trutta,350,10,23.275
Fishes,Salmo_trutta,135,10,5.9535
Fishes,Salmo_trutta,190,10,8.911
Fishes,Salmo_trutta,214,10,12.1338
Fishes,Salmo_trutta,216,10,12.2472
Fishes,Salmo_trutta,340,10,12.614
Fishes,Salmo_trutta,430,10,19.866
Fishes,Salmo_trutta,435,10,15.225
Fishes,Salmo_trutta,443,10,16.1252
Fishes,Salmo_trutta,453,10,17.1234
Fishes,Salmo_trutta,485,10,18.333
Fishes,Salmo_trutta,565,10,24.1255
Fishes,Salmo_trutta,565,10,34.804
Fishes,Salmo_trutta,575,10,17.71
Fishes,Salmo_trutta,575,10,38.2375
Fishes,Salmo_trutta,600,10,21.84
Fishes,Salmo_trutta,605,10,22.022
Fishes,Salmo_trutta,615,10,24.108
Fishes,Salvelinus_alpinus,210,15,11.76
Fishes,Salvelinus_fontinalis,5,5,0.1715
Fishes,Salvelinus_fontinalis,5,5,0.189
Fishes,Salvelinus_fontinalis,5,10,0.3605
Fishes,Salvelinus_fontinalis,5,10,0.3745
Fishes,Salvelinus_fontinalis,5,15,0.539
Fishes,Salvelinus_fontinalis,5,15,0.602
Fishes,Salvelinus_fontinalis,5,20,0.679
Fishes,Salvelinus_fontinalis,5,20,0.707
Fishes,Salvelinus_fontinalis,15,5,0.483
Fishes,Salvelinus_fontinalis,15,10,0.9555
Fishes,Salvelinus_fontinalis,15,15,1.3755
Fishes,Salvelinus_fontinalis,15,20,1.7325
Fishes,Salvelinus_fontinalis,45,5,1.26
Fishes,Salvelinus_fontinalis,45,10,2.457
Fishes,Salvelinus_fontinalis,45,15,3.465
Fishes,Salvelinus_fontinalis,45,20,4.1895
Fishes,Salvelinus_fontinalis,64,15,4.8384
Fishes,Salvelinus_fontinalis,102,10,5.712
Fishes,Salvelinus_fontinalis,112,20,11.5248
Fishes,Salvelinus_fontinalis,128,15,5.1968
Fishes,Salvelinus_fontinalis,135,5,3.213
Fishes,Salvelinus_fontinalis,135,5,3.78
Fishes,Salvelinus_fontinalis,135,10,6.237
Fishes,Salvelinus_fontinalis,135,10,7.0875
Fishes,Salvelinus_fontinalis,135,15,8.883
Fishes,Salvelinus_fontinalis,135,15,9.7335
Fishes,Salvelinus_fontinalis,135,20,10.017
Fishes,Salvelinus_fontinalis,135,20,11.34
Fishes,Salvelinus_fontinalis,150,15,9.45
Fishes,Salvelinus_fontinalis,150,15,9.555
Fishes,Salvelinus_fontinalis,187.5,10,10.10625
Fishes,Salvelinus_fontinalis,405,5,8.2215
Fishes,Salvelinus_fontinalis,405,10,15.0255
Fishes,Salvelinus_fontinalis,405,15,21.546
Fishes,Salvelinus_fontinalis,405,20,24.381
Fishes,Salvelinus_fontinalis,413,10,16.1896
Fishes,Salvelinus_fontinalis,510,10,19.992
Fishes,Salvelinus_fontinalis,650,10,32.76
Fishes,Salvelinus_fontinalis,690,10,10.626
Fishes,Salvelinus_fontinalis,690,10,20.769
Fishes,Salvelinus_fontinalis,800,10,43.12
Fishes,Salvelinus_fontinalis,800,10,50.96
Fishes,Salvelinus_fontinalis,810,10,26.649
Fishes,Salvelinus_fontinalis,830,10,34.279
Fishes,Salvelinus_fontinalis,858,10,37.8378
Fishes,Salvelinus_fontinalis,893,10,28.7546
Fishes,Salvelinus_fontinalis,945,10,41.013
Fishes,Salvelinus_fontinalis,965,10,47.9605
Fishes,Salvelinus_fontinalis,985,10,31.717
Fishes,Salvelinus_fontinalis,1000,5,17.5
Fishes,Salvelinus_fontinalis,1000,5,18.9
Fishes,Salvelinus_fontinalis,1000,10,33.6
Fishes,Salvelinus_fontinalis,1000,10,37.1
Fishes,Salvelinus_fontinalis,1000,15,45.5
Fishes,Salvelinus_fontinalis,1000,15,49
Fishes,Salvelinus_fontinalis,1000,20,50.4
Fishes,Salvelinus_fontinalis,1000,20,55.3
Fishes,Salvelinus_fontinalis,1010,10,34.643
Fishes,Salvelinus_fontinalis,1140,10,37.506
Fishes,Salvelinus_fontinalis,1170,10,80.262
Fishes,Salvelinus_fontinalis,1290,10,55.083
Fishes,Salvelinus_fontinalis,1300,10,80.99
Fishes,Salvelinus_fontinalis,1350,10,65.205
Fishes,Salvelinus_fontinalis,1760,10,77.616
Fishes,Salvelinus_namaycush,5.8,15,0.19082
Fishes,Salvelinus_namaycush,27.7,9.1,0.62048
Fishes,Salvelinus_namaycush,27.7,9.1,0.81438
Fishes,Salvelinus_namaycush,27.7,9.1,0.89194
Fishes,Salvelinus_namaycush,27.7,12,1.41547
Fishes,Salvelinus_namaycush,27.7,12,1.58998
Fishes,Salvelinus_namaycush,27.7,12.3,1.41547
Fishes,Salvelinus_namaycush,27.7,13.9,1.49303
Fishes,Salvelinus_namaycush,27.7,13.9,1.57059
Fishes,Salvelinus_namaycush,27.7,13.9,1.7451
Fishes,Salvelinus_namaycush,27.7,13.9,2.17168
Fishes,Salvelinus_namaycush,27.7,15.9,1.7451
Fishes,Salvelinus_namaycush,27.7,15.9,2.3268
Fishes,Salvelinus_namaycush,27.7,16.1,1.7451
Fishes,Salvelinus_namaycush,27.7,16.1,2.3268
Fishes,Salvelinus_namaycush,27.7,20,2.38497
Fishes,Salvelinus_namaycush,27.7,21.9,3.2963
Fishes,Salvelinus_namaycush,27.7,22.1,2.7146
Fishes,Salvelinus_namaycush,27.7,22.1,2.88911
Fishes,Salvelinus_namaycush,82.8,9.1,1.33308
Fishes,Salvelinus_namaycush,82.8,9.2,1.33308
Fishes,Salvelinus_namaycush,82.8,10.4,1.85472
Fishes,Salvelinus_namaycush,82.8,10.4,2.66616
Fishes,Salvelinus_namaycush,82.8,10.7,2.66616
Fishes,Salvelinus_namaycush,82.8,13.9,3.65148
Fishes,Salvelinus_namaycush,82.8,14.1,2.6082
Fishes,Salvelinus_namaycush,82.8,14.1,3.12984
Fishes,Salvelinus_namaycush,82.8,15.7,3.12984
Fishes,Salvelinus_namaycush,82.8,15.7,4.17312
Fishes,Salvelinus_namaycush,82.8,16.1,3.12984
Fishes,Salvelinus_namaycush,82.8,16.1,4.17312
Fishes,Salvelinus_namaycush,82.8,20.1,4.86864
Fishes,Salvelinus_namaycush,82.8,20.1,5.39028
Fishes,Sander_lucioperca,600,5,12.6
Fishes,Sander_lucioperca,600,10,23.94
Fishes,Sarotherodon_galilaeus,283,26,13.867
Fishes,Scorpaena_porcus,50,20,2.31
Fishes,Scyliorhinus_canicula,175,12,3.43
Fishes,Scyliorhinus_canicula,712,17,16.4472
Fishes,Scyliorhinus_canicula,712,17,20.4344
Fishes,Scyliorhinus_canicula,712,17,23.4248
Fishes,Scyliorhinus_canicula,712,17,25.9168
Fishes,Scyliorhinus_canicula,712,17,28.4088
Fishes,Scyliorhinus_canicula,712,17,29.4056
Fishes,Scyliorhinus_canicula,712,17,29.904
Fishes,Scyliorhinus_canicula,712,17,29.904
Fishes,Scyliorhinus_canicula,748,15,27.7508
Fishes,Scyliorhinus_canicula,748,15,36.652
Fishes,Scyliorhinus_canicula,788,12,14.8932
Fishes,Scyliorhinus_canicula,788,12,16.548
Fishes,Scyliorhinus_canicula,788,12,18.7544
Fishes,Scyliorhinus_canicula,788,12,20.4092
Fishes,Scyliorhinus_canicula,788,12,20.4092
Fishes,Scyliorhinus_canicula,857,7,13.1978
Fishes,Scyliorhinus_canicula,857,7,14.9975
Fishes,Scyliorhinus_canicula,857,7,16.7972
Fishes,Scyliorhinus_canicula,857,7,17.3971
Fishes,Scyliorhinus_canicula,857,7,17.997
Fishes,Scyliorhinus_canicula,857,7,18.5969
Fishes,Scyliorhinus_stellaris,1735,17.5,58.296
Fishes,Scyliorhinus_stellaris,1860,17,71.61
Fishes,Scyliorhinus_stellaris,2300,16,17.71
Fishes,Scyliorhinus_stellaris,2300,16,40.25
Fishes,Scyliorhinus_stellaris,2300,16,45.08
Fishes,Scyliorhinus_stellaris,2530,18.3,7.084
Fishes,Scyliorhinus_stellaris,2800,19,9.8
Fishes,Sebastes_diploproa,2,10,0.1638
Fishes,Sebastes_diploproa,2,10,0.1638
Fishes,Sebastes_diploproa,2,10,0.2072
Fishes,Sebastes_diploproa,2,15,0.2212
Fishes,Sebastes_diploproa,2,15,0.224
Fishes,Sebastes_diploproa,2,15,0.2548
Fishes,Sebastes_diploproa,2,20,0.2366
Fishes,Sebastes_diploproa,2,20,0.2968
Fishes,Sebastes_diploproa,2,20,0.3556
Fishes,Sebastolobus_altivelis,1.7,5.7,0.05831
Fishes,Sebastolobus_altivelis,1.9,5.7,0.05054
Fishes,Sebastolobus_altivelis,129,5.7,0.4515
Fishes,Sebastolobus_altivelis,139,5.7,0.4865
Fishes,Sebastolobus_altivelis,152,5.7,0.4256
Fishes,Sebastolobus_altivelis,198,5.7,0.5544
Fishes,Seriola_quinqueradiata,989,19.2,102.4604
Fishes,Squalus_acanthias,100,13,10.22
Fishes,Squalus_acanthias,640,13,23.296
Fishes,Squalus_acanthias,940,13,36.19
Fishes,Squalus_acanthias,1050,13,44.835
Fishes,Squalus_acanthias,1120,13,50.176
Fishes,Squalus_acanthias,1240,13,45.136
Fishes,Squalus_acanthias,1550,13,52.08
Fishes,Squalus_acanthias,1615,9,24.871
Fishes,Squalus_acanthias,1750,13,67.375
Fishes,Squalus_acanthias,1812,9,26.6364
Fishes,Squalus_acanthias,1854,10,42.8274
Fishes,Squalus_acanthias,1870,13,70.686
Fishes,Squalus_acanthias,2700,13,88.83
Fishes,Squalus_acanthias,3300,13,117.81
Fishes,Squalus_acanthias,3500,11,144.55
Fishes,Squalus_acanthias,4600,13,151.34
Fishes,Squalus_acanthias,5760,13,197.568
Fishes,Squalus_acanthias,7040,13,236.544
Fishes,Squalus_acanthias,7850,13,214.305
Fishes,Squalus_acanthias,8970,13,156.975
Fishes,Thymallus_arcticus,283,4,13.4708
Fishes,Thymallus_arcticus,283,8,14.8575
Fishes,Thymallus_arcticus,283,10,18.0271
Fishes,Thymallus_arcticus,283,12,22.7815
Fishes,Tilapia_zillii,315,26,13.0095
Fishes,Torpedo_marmorata,448,16,6.8992
Fishes,Torpedo_marmorata,803,16,16.3009
Fishes,Torpedo_marmorata,3300,16,66.99
Fishes,Typhlogobius_californiensis,0.43,15,0.00903
Fishes,Typhlogobius_californiensis,0.44,15,0.008316
Fishes,Typhlogobius_californiensis,0.61,15,0.011102
Fishes,Typhlogobius_californiensis,0.67,15,0.01407
Fishes,Typhlogobius_californiensis,1.17,15,0.014742
Fishes,Typhlogobius_californiensis,1.17,15,0.017199
Fishes,Typhlogobius_californiensis,1.18,15,0.019824
Fishes,Typhlogobius_californiensis,1.37,15,0.020139
Fishes,Typhlogobius_californiensis,1.58,15,0.018802
Fishes,Typhlogobius_californiensis,1.72,15,0.025284
Fishes,Typhlogobius_californiensis,1.85,15,0.022015
Fishes,Typhlogobius_californiensis,1.88,15,0.021056
Fishes,Typhlogobius_californiensis,2.02,15,0.025452
Fishes,Typhlogobius_californiensis,2.11,15,0.023632
Fishes,Typhlogobius_californiensis,2.5,15,0.02275
Fishes,Typhlogobius_californiensis,3.15,15,0.028665
Fishes,Typhlogobius_californiensis,3.34,15,0.032732
