Class,Species,Mass,Temperature,MR
Reptiles,Pseudemys_scripta,305,20,3.3245
Reptiles,Pseudemys_scripta,305,30,9.5465
Reptiles,Pseudemys_scripta,305,40,27.4195
Reptiles,Terrapene_ornata,354,10,0.2832
Reptiles,Terrapene_ornata,354,20,3.2922
Reptiles,Terrapene_ornata,354,30,5.2746
Reptiles,Terrapene_ornata,354,40,32.2848
Amphibians,Ambystoma_gracile,30.39,15,0.6352
Amphibians,Ambystoma_jeffersonianum,8.92,15,0.3158
Amphibians,Ambystoma_macrodactylum,3.414,15,0.1098
Amphibians,Ambystoma_macrodactylum,3.7,15,0.4514
Amphibians,Ambystoma_maculatum,13.1,5,0.3157
Amphibians,Ambystoma_maculatum,11.75,5,0.3631
Amphibians,Ambystoma_maculatum,11.9,10,0.3045
Amphibians,Ambystoma_maculatum,11.75,10,0.5875
Amphibians,Ambystoma_maculatum,15.83,15,0.3625
Amphibians,Ambystoma_maculatum,13.4,15,1.3199
Amphibians,Ambystoma_maculatum,11.75,15,1.2396
Amphibians,Ambystoma_maculatum,0.512,20,0.0518
Amphibians,Ambystoma_maculatum,12.9,25,1.677
Amphibians,Ambystoma_maculatum,11.75,25,1.544
Amphibians,Ambystoma_maculatum,12.9,30,1.7183
Amphibians,Ambystoma_maculatum,11.75,30,1.5592
Amphibians,Ambystoma_mexicanum,43.7,20,0.9614
Amphibians,Ambystoma_mexicanum,21.3,22,0.3195
Amphibians,Ambystoma_opacum,4.65,14,0.0865
Amphibians,Ambystoma_opacum,5.8,15,0.464
Amphibians,Ambystoma_talpoideum,7,15,0.56
Amphibians,Ambystoma_tigrinum,23,5,0.276
Amphibians,Ambystoma_tigrinum,16.49,6,0.8595
Amphibians,Ambystoma_tigrinum,15,10,0.8895
Amphibians,Ambystoma_tigrinum,10.78,15,0.138
Amphibians,Ambystoma_tigrinum,35,15,1.5484
Amphibians,Ambystoma_tigrinum,16.49,15,1.3213
Amphibians,Ambystoma_tigrinum,16.5,15,1.5246
Amphibians,Ambystoma_tigrinum,29.4,23,2.9988
Amphibians,Ambystoma_tigrinum,33.8,23,2.6026
Amphibians,Ambystoma_tigrinum,23,25,1.978
Amphibians,Ambystoma_tigrinum,8.1,25,0.891
Amphibians,Ambystoma_tigrinum,35,25,1.7885
Amphibians,Ambystoma_tigrinum,16.49,25,3.1908
Amphibians,Ambystoma_tigrinum,14.9,25,1.5675
Amphibians,Amphiuma_means,352,5,0.884
Amphibians,Amphiuma_means,500,5,1.65
Amphibians,Amphiuma_means,500,10,2.8
Amphibians,Amphiuma_means,375,15,2.531
Amphibians,Amphiuma_means,500,15,3.1
Amphibians,Amphiuma_means,408,15,2.513
Amphibians,Amphiuma_means,125,18,4.875
Amphibians,Amphiuma_means,83,20,2.324
Amphibians,Amphiuma_means,500,20,5.05
Amphibians,Amphiuma_means,1270,21.5,17.304
Amphibians,Amphiuma_means,376,25,5.038
Amphibians,Amphiuma_means,500,25,9.25
Amphibians,Amphiuma_means,500,27,15.8
Amphibians,Amphiuma_means,500,30,35.3
Amphibians,Amphiuma_tridactylum,652,15,2.452
Amphibians,Amphiuma_tridactylum,493,25,9.86
Amphibians,Cryptobranchus_alleganiensis,514,5,4.4615
Amphibians,Cryptobranchus_alleganiensis,511,15,10.6595
Amphibians,Cryptobranchus_alleganiensis,423,25,13.0792
Amphibians,Dicamptodon_ensatus,101.25,15,1.3061
Amphibians,Dicamptodon_ensatus,24,15,0.7488
Amphibians,Rhyacotriton_olympicus,2.6,15,0.2496
Amphibians,Aneides_ferreus,2.73,15,0.0743
Amphibians,Aneides_ferreus,3.2,25,0.2118
Amphibians,Aneides_flavipunctatus,4.57,15,0.1197
Amphibians,Aneides_flavipunctatus,1.79,25,0.1421
Amphibians,Aneides_hardii,0.97,5,0.0301
Amphibians,Aneides_hardii,0.97,10,0.0359
Amphibians,Aneides_hardii,0.97,15,0.0485
Amphibians,Aneides_hardii,0.97,20,0.0514
Amphibians,Aneides_hardii,0.97,25,0.0912
Amphibians,Aneides_lugubris,5.58,15,0.1495
Amphibians,Aneides_lugubris,0.116,20,0.0447
Amphibians,Batrachoseps_attenuatus,0.65,5,0.0166
Amphibians,Batrachoseps_attenuatus,0.77,15,0.0318
Amphibians,Batrachoseps_attenuatus,0.93,15,0.0453
Amphibians,Batrachoseps_attenuatus,1.55,20,0.093
Amphibians,Batrachoseps_attenuatus,0.931,20,0.0692
Amphibians,Batrachoseps_attenuatus,0.74,25,0.0838
Amphibians,Batrachoseps_attenuatus,0.93,25,0.0802
Amphibians,Bolitoglossa_franklini,3.18,15,0.055
Amphibians,Bolitoglossa_morio,2.09,15,0.0445
Amphibians,Bolitoglossa_occidentalis,1.07,5,0.0196
Amphibians,Bolitoglossa_occidentalis,0.97,15,0.0202
Amphibians,Bolitoglossa_occidentalis,0.61,15,0.0168
Amphibians,Bolitoglossa_occidentalis,0.98,25,0.1039
Amphibians,Bolitoglossa_occidentalis,0.61,25,0.0673
Amphibians,Bolitoglossa_subpalmata,1.63,5,0.0159
Amphibians,Bolitoglossa_subpalmata,1.63,10,0.0251
Amphibians,Bolitoglossa_subpalmata,1.63,15,0.0513
Amphibians,Bolitoglossa_subpalmata,1.63,20,0.0708
Amphibians,Chiropterotriton_bromeliacia,0.59,15,0.0144
Amphibians,Desmognathus_fuscus,0.8,5,0.0132
Amphibians,Desmognathus_fuscus,1.17,5,0.0163
Amphibians,Desmognathus_fuscus,2.07,5,0.035
Amphibians,Desmognathus_fuscus,1.67,10,0.0525
Amphibians,Desmognathus_fuscus,1.95,10,0.2139
Amphibians,Desmognathus_fuscus,4.5,13,0.1935
Amphibians,Desmognathus_fuscus,0.91,15,0.0291
Amphibians,Desmognathus_fuscus,1.24,15,0.0423
Amphibians,Desmognathus_fuscus,1.7,15,0.0584
Amphibians,Desmognathus_fuscus,2.53,16.5,0.0972
Amphibians,Desmognathus_fuscus,1.31,17,0.059
Amphibians,Desmognathus_fuscus,2.26,20,0.1022
Amphibians,Desmognathus_fuscus,2.09,20,0.0895
Amphibians,Desmognathus_fuscus,1.92,20,0.0974
Amphibians,Desmognathus_monticola,5.4,15,0.3078
Amphibians,Desmognathus_monticola,3.43,20,0.1454
Amphibians,Desmognathus_ochrophaes,0.9,5,0.01
Amphibians,Desmognathus_ochrophaes,2.75,5,0.0338
Amphibians,Desmognathus_ochrophaes,1.17,5,0.0163
Amphibians,Desmognathus_ochrophaes,1.07,5,0.0173
Amphibians,Desmognathus_ochrophaes,0.9,10,0.017
Amphibians,Desmognathus_ochrophaes,2.68,10,0.0496
Amphibians,Desmognathus_ochrophaes,1.16,10,0.0341
Amphibians,Desmognathus_ochrophaes,0.9,14,0.02
Amphibians,Desmognathus_ochrophaes,1.965,15,0.1769
Amphibians,Desmognathus_ochrophaes,2.56,15,0.0822
Amphibians,Desmognathus_ochrophaes,1.24,15,0.0423
Amphibians,Desmognathus_ochrophaes,1.09,15,0.0392
Amphibians,Desmognathus_ochrophaes,0.9,17.5,0.045
Amphibians,Desmognathus_ochrophaes,1.4,17.5,0.051
Amphibians,Desmognathus_ochrophaes,1.6,17.5,0.0427
Amphibians,Desmognathus_ochrophaes,2.5,17.5,0.082
Amphibians,Desmognathus_ochrophaes,2.43,20,0.1196
Amphibians,Desmognathus_ochrophaes,1.11,20,0.0615
Amphibians,Desmognathus_ochrophaes,0.9,21,0.038
Amphibians,Desmognathus_quadramaculatus,23.41,5,0.1639
Amphibians,Desmognathus_quadramaculatus,16.4,5,0.4723
Amphibians,Desmognathus_quadramaculatus,9.25,5,0.2646
Amphibians,Desmognathus_quadramaculatus,10.1,10,0.4444
Amphibians,Desmognathus_quadramaculatus,9.25,10,0.4033
Amphibians,Desmognathus_quadramaculatus,22.28,15,0.43
Amphibians,Desmognathus_quadramaculatus,16.8,15,0.9341
Amphibians,Desmognathus_quadramaculatus,9.25,15,0.5337
Amphibians,Desmognathus_quadramaculatus,2.24,20,0.0977
Amphibians,Desmognathus_quadramaculatus,19.36,20,0.8267
Amphibians,Desmognathus_quadramaculatus,13.3,20,0.9323
Amphibians,Desmognathus_quadramaculatus,9.25,20,0.6216
Amphibians,Desmognathus_quadramaculatus,22.82,25,1.1866
Amphibians,Desmognathus_quadramaculatus,15.1,25,1.1612
Amphibians,Desmognathus_quadramaculatus,9.25,25,0.7104
Amphibians,Ensatina_eschscholtzi,0.308,14,0.0176
Amphibians,Ensatina_eschscholtzi,3.39,15,0.1292
Amphibians,Ensatina_eschscholtzi,5.3,25,0.3572
Amphibians,Eurycea_bislineata,1.041,1,0.016
Amphibians,Eurycea_bislineata,1.14,5,0.0157
Amphibians,Eurycea_bislineata,1.07,10,0.0263
Amphibians,Eurycea_bislineata,1.092,10,0.0489
Amphibians,Eurycea_bislineata,0.93,15,0.0494
Amphibians,Eurycea_bislineata,1.17,16,0.0674
Amphibians,Eurycea_bislineata,0.93,20,0.0539
Amphibians,Eurycea_longicauda,1.57,15,0.0504
Amphibians,Eurycea_multiplicata,0.64,5,0.0088
Amphibians,Eurycea_multiplicata,0.78,5,0.0322
Amphibians,Eurycea_multiplicata,0.63,10,0.0093
Amphibians,Eurycea_multiplicata,0.8,10,0.0858
Amphibians,Eurycea_multiplicata,0.71,15,0.0155
Amphibians,Eurycea_multiplicata,0.65,15,0.1162
Amphibians,Eurycea_multiplicata,0.84,20,0.0931
Amphibians,Eurycea_multiplicata,0.79,20,0.1764
Amphibians,Eurycea_multiplicata,0.73,25,0.0555
Amphibians,Eurycea_nana,0.154,25,0.0132
Amphibians,Eurycea_neotenes,0.243,25,0.0258
Amphibians,Eurycea_pterophila?,0.196,25,0.0176
Amphibians,Gyrinophilus_danielsi,12.78,2,0.1035
Amphibians,Gyrinophilus_danielsi,14.44,15,0.322
Amphibians,Gyrinophilus_danielsi,13.76,25,0.9109
Amphibians,Gyrinophilus_porphyrictus,7.28,5,0.0531
Amphibians,Gyrinophilus_porphyrictus,15.3,15,0.8874
Amphibians,Gyrinophilus_porphyrictus,12.4,15.5,0.1885
Amphibians,Gyrinophilus_porphyrictus,7.36,25,0.4858
Amphibians,Gyrinophilus_porphyrictus,7.67,15,0.1795
Amphibians,Hydromantes_sp.,3.23,15,0.124
Amphibians,Plethodon_cinereus,0.844,1,0.012
Amphibians,Plethodon_cinereus,0.7,5,0.01
Amphibians,Plethodon_cinereus,0.7,10,0.015
Amphibians,Plethodon_cinereus,0.862,10,0.0323
Amphibians,Plethodon_cinereus,0.7,14,0.019
Amphibians,Plethodon_cinereus,0.8,15,0.032
Amphibians,Plethodon_cinereus,0.99,15.5,0.039
Amphibians,Plethodon_cinereus,0.7,17.5,0.028
Amphibians,Plethodon_cinereus,0.6,17.5,0.0168
Amphibians,Plethodon_cinereus,0.9,17.5,0.03
Amphibians,Plethodon_cinereus,0.94,18.5,0.0415
Amphibians,Plethodon_cinereus,1,20,0.0476
Amphibians,Plethodon_cinereus,0.89,20,0.0451
Amphibians,Plethodon_cinereus,0.7,21,0.034
Amphibians,Plethodon_dorsalis,0.75,5,0.0083
Amphibians,Plethodon_dorsalis,0.77,10,0.0178
Amphibians,Plethodon_dorsalis,0.66,15,0.0293
Amphibians,Plethodon_dorsalis,0.71,20,0.0222
Amphibians,Plethodon_dorsalis,0.69,25,0.0239
Amphibians,Plethodon_glutinosus,3.75,5,0.0443
Amphibians,Plethodon_glutinosus,3.65,10,0.0762
Amphibians,Plethodon_glutinosus,4.33,14,0.2464
Amphibians,Plethodon_glutinosus,4.25,15,0.1441
Amphibians,Plethodon_glutinosus,3.65,15,0.1167
Amphibians,Plethodon_glutinosus,4.2,15,0.3444
Amphibians,Plethodon_glutinosus,3.65,20,0.1583
Amphibians,Plethodon_glutinosus,5.01,20,0.1671
Amphibians,Plethodon_glutinosus,3.91,25,0.3237
Amphibians,Plethodon_jordani,3.1,5,0.027
Amphibians,Plethodon_jordani,3.1,10,0.058
Amphibians,Plethodon_jordani,3.1,14,0.087
Amphibians,Plethodon_jordani,1.83,15,0.0511
Amphibians,Plethodon_jordani,3.1,17.5,0.109
Amphibians,Plethodon_jordani,4.3,17.5,0.138
Amphibians,Plethodon_jordani,2.2,17.5,0.071
Amphibians,Plethodon_jordani,3.1,21,0.148
Amphibians,Plethodon_jordani,1.83,25,0.1243
Amphibians,Plethodon_neomexicanus,2.47,5,0.0914
Amphibians,Plethodon_neomexicanus,2.47,10,0.1186
Amphibians,Plethodon_neomexicanus,2.47,15,0.1359
Amphibians,Plethodon_neomexicanus,2.47,20,0.1408
Amphibians,Plethodon_neomexicanus,2.47,25,0.1507
Amphibians,Plethodon_spp.,3.25,22,0.1859
Amphibians,Pseudoeurycea_belli,10.94,15,0.1882
Amphibians,Pseudoeurycea_belli,24.45,25,0.7188
Amphibians,Pseudoeurycea_brunnata,3.33,15,0.656
Amphibians,Pseudoeurycea_cephalica,1.45,15,0.0354
Amphibians,Pseudoeurycea_cochranae,2.23,15,0.0457
Amphibians,Pseudoeurycea_gadovii,3.09,5,0.0442
Amphibians,Pseudoeurycea_gadovii,2.88,15,0.085
Amphibians,Pseudoeurycea_gadovii,2.99,25,0.2443
Amphibians,Pseudoeurycea_goebeli,3.78,5,0.0359
Amphibians,Pseudoeurycea_goebeli,3.66,15,0.0831
Amphibians,Pseudoeurycea_goebeli,3.73,25,0.2842
Amphibians,Pseudoeurycea_leprosa,2.46,15,0.0556
Amphibians,Pseudoeurycea_rex,1.86,15,0.0392
Amphibians,Pseudoeurycea_smithii,6.66,15,0.1185
Amphibians,Pseudoeurycea_smithii,4.2,15,0.1008
Amphibians,Pseudoeurycea_smithii,4.2,25,0.2617
Amphibians,Pseudotriton_ruber,10.81,5,0.0681
Amphibians,Pseudotriton_ruber,10.33,15,0.2324
Amphibians,Pseudotriton_ruber,5.8,15,0.4234
Amphibians,Pseudotriton_ruber,10.66,25,0.6172
Amphibians,Thorius_sp.,0.26,5,0.0041
Amphibians,Thorius_sp.,0.31,15,0.008
Amphibians,Thorius_sp.,0.25,25,0.0217
Amphibians,Necturus_maculosus,214,5,1.1684
Amphibians,Necturus_maculosus,101.9,5,0.5095
Amphibians,Necturus_maculosus,206,15,2.3031
Amphibians,Necturus_maculosus,101.9,15,1.2228
Amphibians,Necturus_maculosus,150,20,7.215
Amphibians,Necturus_maculosus,115,21.5,3.8956
Amphibians,Necturus_maculosus,114.5,22,3.1488
Amphibians,Necturus_maculosus,212,25,5.6222
Amphibians,Necturus_maculosus,125,25,2.475
Amphibians,Molga_torosa?,17.5,18.5,2.73
Amphibians,Notophthalmus_viridescens,1.63,5,0.0898
Amphibians,Notophthalmus_viridescens,2.43,10,0.1993
Amphibians,Notophthalmus_viridescens,1.72,15,0.0592
Amphibians,Notophthalmus_viridescens,1.7,15,0.1365
Amphibians,Notophthalmus_viridescens,1.23,15,0.0752
Amphibians,Notophthalmus_viridescens,3,20,0.135
Amphibians,Notophthalmus_viridescens,1.31,20,0.1533
Amphibians,Notophthalmus_viridescens,1.35,25,0.125
Amphibians,Notophthalmus_viridescens,1.5,25,0.1532
Amphibians,Salamandra_maculosa,28.32,18.5,3.6448
Amphibians,Salamandra_salamandra,19.1,15,1.5471
Amphibians,Salamandra_salamandra,75,16,1.1273
Amphibians,Salamandra_salamandra,29,16,0.6238
Amphibians,Salamandra_salamandra,10,16,0.4176
Amphibians,Taricha_granulosa,9,5,0.1152
Amphibians,Taricha_granulosa,13.3,5,0.5413
Amphibians,Taricha_granulosa,10,5,0.4
Amphibians,Taricha_granulosa,12.5,10,0.745
Amphibians,Taricha_granulosa,10,10,0.6
Amphibians,Taricha_granulosa,6.56,15,0.1601
Amphibians,Taricha_granulosa,13.8,15,1.093
Amphibians,Taricha_granulosa,10,15,0.768
Amphibians,Taricha_granulosa,8.75,20,0.392
Amphibians,Taricha_granulosa,10.1,20,1.0262
Amphibians,Taricha_granulosa,10,20,1.004
Amphibians,Taricha_granulosa,11.9,25,1.6398
Amphibians,Taricha_granulosa,10,25,1.4
Amphibians,Taricha_rivularis,10.83,15,0.3011
Amphibians,Taricha_torosa,11.23,10,0.1797
Amphibians,Taricha_torosa,9.87,10,0.0888
Amphibians,Taricha_torosa,6.94,15,0.2089
Amphibians,Taricha_torosa,10.67,15,0.286
Amphibians,Taricha_torosa,9.7,15,0.5238
Amphibians,Taricha_torosa,9.7,15,0.2425
Amphibians,Taricha_torosa,11.23,15,0.6064
Amphibians,Taricha_torosa,9.87,15,0.2566
Amphibians,Taricha_torosa,19.7,17,1.3514
Amphibians,Taricha_torosa,11.23,20,0.685
Amphibians,Taricha_torosa,9.87,20,0.2665
Amphibians,Taricha_torosa,10.67,25,0.5452
Amphibians,Taricha_torosa,11.23,25,1.3364
Amphibians,Taricha_torosa,9.87,25,0.4244
Amphibians,Taricha_torosa,11,25,0.5555
Amphibians,Taricha_torosa,12.5,25,1.0738
Amphibians,Triturus_cristatus,7,10,0.385
Amphibians,Triturus_vulgaris,8.75,6,0.863
Amphibians,Triturus_vulgaris,8.75,15,0.8127
Amphibians,Triturus_vulgaris,8.75,25,1.6264
Amphibians,Pseudobranchus_striatus,1.58,25,0.0932
Amphibians,Pseudobranchus_striatus,2.19,25,0.1116
Amphibians,Pseudobranchus_striatus,2.5,25,0.184
Amphibians,Siren_intermedia,74.9,25,10.7631
Amphibians,Siren_intermedia,13.7,25,0.4521
Amphibians,Siren_intermedia,7,25,0.28
Amphibians,Siren_intermedia,18.1,25,0.8661
Amphibians,Siren_lacertina,601,5,2.0844
Amphibians,Siren_lacertina,581,15,3.8114
Amphibians,Siren_lacertina,172,20,4.6268
Amphibians,Siren_lacertina,126,22,6.6654
Amphibians,Siren_lacertina,628,25,9.0118
Amphibians,Siren_lacertina,73,25,1.08
Amphibians,Siren_lacertina,269,25,3.0397
Amphibians,Siren_lacertina,1182,25,32.174
Amphibians,Siren_lacertina,36,25,1.2679
Amphibians,Bufo_alvaris,150.8,15,11.868
Amphibians,Bufo_americanus,25.2,5,0.6081
Amphibians,Bufo_americanus,19,15,2.0934
Amphibians,Bufo_americanus,27,20,1.377
Amphibians,Bufo_americanus,50,20,1.39
Amphibians,Bufo_americanus,27.03,20,1.38
Amphibians,Bufo_americanus,27,20,1.377
Amphibians,Bufo_americanus,11,21.5,1.2815
Amphibians,Bufo_americanus,0.102,23,0.0247
Amphibians,Bufo_americanus,40.4,25,2.9371
Amphibians,Bufo_americanus,21.1,25,2.5873
Amphibians,Bufo_boreas,72.7,5,4.0908
Amphibians,Bufo_boreas,40.2,10,0.5548
Amphibians,Bufo_boreas,47.3,10,0.6244
Amphibians,Bufo_boreas,57.8,10,0.7283
Amphibians,Bufo_boreas,46.4,14,4.9648
Amphibians,Bufo_boreas,29.5,14,4.484
Amphibians,Bufo_boreas,28.7,15,3.8706
Amphibians,Bufo_boreas,40.2,20,1.3025
Amphibians,Bufo_boreas,47.3,20,2.3177
Amphibians,Bufo_boreas,57.8,20,1.052
Amphibians,Bufo_boreas,2.5,20,0.25
Amphibians,Bufo_boreas,27.3,25,2.64
Amphibians,Bufo_boreas,53.8,25,5.5812
Amphibians,Bufo_boreas,40.2,30,3.0512
Amphibians,Bufo_boreas,47.3,30,2.4265
Amphibians,Bufo_boreas,57.8,30,6.4852
Amphibians,Bufo_bufo,28.59,6,2.037
Amphibians,Bufo_bufo,76.13,6,1.7415
Amphibians,Bufo_bufo,28.59,15,4.8389
Amphibians,Bufo_bufo,76.13,15,2.8549
Amphibians,Bufo_bufo,43,17,4.8246
Amphibians,Bufo_bufo,29,20,4.901
Amphibians,Bufo_bufo,29,20,3.915
Amphibians,Bufo_bufo,28.59,25,4.5851
Amphibians,Bufo_bufo,76.13,25,9.64
Amphibians,Bufo_calamita,8.67,20,0.511
Amphibians,Bufo_calamita,8.7,20,0.5046
Amphibians,Bufo_cognatus,45.2,5,1.2792
Amphibians,Bufo_cognatus,39.58,10,1.979
Amphibians,Bufo_cognatus,50.5,15,3.8481
Amphibians,Bufo_cognatus,39.58,20,4.4725
Amphibians,Bufo_cognatus,40.2,25,2.9587
Amphibians,Bufo_cognatus,39.58,30,7.2036
Amphibians,Bufo_debilus,0.66,15,0.0845
Amphibians,Bufo_marinus,101,15,2.2877
Amphibians,Bufo_marinus,145,15,1.5515
Amphibians,Bufo_marinus,123.8,15,4.6276
Amphibians,Bufo_marinus,1200,18.5,33.15
Amphibians,Bufo_marinus,101,20,2.6088
Amphibians,Bufo_marinus,156,20,3.042
Amphibians,Bufo_marinus,152.5,22,7.32
Amphibians,Bufo_marinus,252,22,11.088
Amphibians,Bufo_marinus,101,25,3.1704
Amphibians,Bufo_marinus,88.7,25,6.3447
Amphibians,Bufo_marinus,101,30,5.7782
Amphibians,Bufo_marinus,101,35,8.2669
Amphibians,Bufo_terrestris,21.4,5,0.6527
Amphibians,Bufo_terrestris,16.6,15,1.336
Amphibians,Bufo_terrestris,102,15,7.5
Amphibians,Bufo_terrestris,102,20,15.1
Amphibians,Bufo_terrestris,19.8,25,2.2425
Amphibians,Bufo_terrestris,102,25,30.42
Amphibians,Bufo_terrestris,102,30,61.25
Amphibians,Bufo_viridis,35,20,0.875
Amphibians,Bufo_woodhousii,67.4,10,1.2739
Amphibians,Bufo_woodhousii,69,15,2.7255
Amphibians,Bufo_woodhousii,64.8,20,4.4129
Amphibians,Bufo_woodhousii,52.2,23,2.16
Amphibians,Bufo_woodhousii,56.3,25,2.2351
Amphibians,Bufo_woodhousii,9,25,1.017
Amphibians,Colostethus_inguinalis,1.57,20,0.1366
Amphibians,Colostethus_inguinalis,1.53,25,0.2127
